Series ID,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019
LAUCN050950000000005,2640(T),2635(T),2634(T),2655(T),2637(T),2658(T),2643(T),2647(T),2651(T),2637(T),2600(T),2604(T)
LAUCN050950000000006,2773(T),2765(T),2751(T),2749(T),2743(T),2788(T),2784(T),2755(T),2761(T),2739(T),2706(T),2728(T)
LAUCN050970000000003,6.3(T),5.8(T),4.7(T),4.0(T),4.0(T),4.1(T),4.8(T),4.6(T),4.2(T),4.1(T),4.4(T),4.5(T)
LAUCN050970000000004,187(T),168(T),137(T),119(T),121(T),129(T),147(T),140(T),126(T),120(T),126(T),130(T)
LAUCN050970000000005,2768(T),2751(T),2808(T),2863(T),2926(T),2983(T),2907(T),2871(T),2875(T),2830(T),2747(T),2773(T)
LAUCN050970000000006,2955(T),2919(T),2945(T),2982(T),3047(T),3112(T),3054(T),3011(T),3001(T),2950(T),2873(T),2903(T)
LAUCN050990000000003,4.0(T),4.0(T),3.5(T),3.7(T),3.8(T),4.6(T),5.1(T),4.0(T),3.7(T),3.5(T),3.4(T),3.6(T)
LAUCN050990000000004,146(T),146(T),128(T),137(T),141(T),172(T),187(T),144(T),135(T),127(T),122(T),129(T)
LAUCN050990000000005,3497(T),3544(T),3549(T),3561(T),3533(T),3546(T),3469(T),3461(T),3519(T),3510(T),3492(T),3441(T)
LAUCN050990000000006,3643(T),3690(T),3677(T),3698(T),3674(T),3718(T),3656(T),3605(T),3654(T),3637(T),3614(T),3570(T)
LAUCN051010000000003,4.9(T),4.5(T),3.6(T),3.0(T),3.2(T),3.4(T),3.7(T),3.3(T),3.1(T),2.9(T),3.0(T),3.4(T)
LAUCN051010000000004,161(T),148(T),120(T),99(T),108(T),115(T),122(T),108(T),104(T),95(T),99(T),112(T)
LAUCN051010000000005,3135(T),3167(T),3208(T),3228(T),3248(T),3267(T),3192(T),3145(T),3227(T),3221(T),3219(T),3211(T)
LAUCN051010000000006,3296(T),3315(T),3328(T),3327(T),3356(T),3382(T),3314(T),3253(T),3331(T),3316(T),3318(T),3323(T)
LAUCN051030000000003,6.7(T),6.1(T),5.5(T),4.7(T),5.0(T),5.0(T),5.4(T),5.0(T),4.4(T),4.3(T),4.4(T),4.9(T)
LAUCN051030000000004,657(T),599(T),541(T),466(T),491(T),503(T),527(T),482(T),434(T),422(T),432(T),478(T)
LAUCN051030000000005,9165(T),9273(T),9325(T),9405(T),9423(T),9540(T),9245(T),9194(T),9358(T),9443(T),9391(T),9338(T)
LAUCN051030000000006,9822(T),9872(T),9866(T),9871(T),9914(T),10043(T),9772(T),9676(T),9792(T),9865(T),9823(T),9816(T)
LAUCN051050000000003,5.3(T),4.9(T),4.2(T),3.7(T),4.1(T),4.3(T),4.5(T),4.1(T),3.4(T),3.2(T),3.1(T),3.6(T)
LAUCN051050000000004,226(T),214(T),183(T),157(T),176(T),185(T),197(T),179(T),145(T),136(T),134(T),153(T)
LAUCN051050000000005,4065(T),4116(T),4139(T),4143(T),4143(T),4161(T),4205(T),4135(T),4118(T),4147(T),4145(T),4122(T)
LAUCN051050000000006,4291(T),4330(T),4322(T),4300(T),4319(T),4346(T),4402(T),4314(T),4263(T),4283(T),4279(T),4275(T)
LAUCN051070000000003,7.1(T),6.8(T),5.9(T),4.8(T),5.3(T),5.9(T),6.8(T),6.1(T),5.5(T),5.1(T),5.4(T),6.1(T)
LAUCN051070000000004,459(T),443(T),382(T),310(T),340(T),378(T),425(T),380(T),345(T),322(T),339(T),384(T)
LAUCN051070000000005,6038(T),6031(T),6083(T),6087(T),6073(T),6081(T),5844(T),5892(T),5972(T),5968(T),5891(T),5873(T)
LAUCN051070000000006,6497(T),6474(T),6465(T),6397(T),6413(T),6459(T),6269(T),6272(T),6317(T),6290(T),6230(T),6257(T)
LAUCN051090000000003,5.0(T),4.4(T),3.7(T),3.1(T),3.4(T),3.7(T),4.5(T),3.9(T),3.4(T),3.4(T),3.5(T),3.8(T)
LAUCN051090000000004,211(T),186(T),154(T),130(T),147(T),165(T),190(T),169(T),144(T),142(T),144(T),159(T)
LAUCN051090000000005,4018(T),4003(T),4056(T),4122(T),4147(T),4240(T),4058(T),4129(T),4136(T),4069(T),4021(T),4017(T)
LAUCN051090000000006,4229(T),4189(T),4210(T),4252(T),4294(T),4405(T),4248(T),4298(T),4280(T),4211(T),4165(T),4176(T)
LAUCN051110000000003,4.5(T),4.0(T),3.3(T),2.7(T),3.2(T),3.8(T),3.9(T),3.5(T),3.1(T),2.9(T),3.0(T),3.4(T)
LAUCN051110000000004,441(T),393(T),329(T),264(T),320(T),377(T),401(T),356(T),315(T),298(T),301(T),345(T)
LAUCN051110000000005,9384(T),9460(T),9525(T),9622(T),9638(T),9675(T),9895(T),9677(T),9808(T),9880(T),9828(T),9868(T)
LAUCN051110000000006,9825(T),9853(T),9854(T),9886(T),9958(T),10052(T),10296(T),10033(T),10123(T),10178(T),10129(T),10213(T)
LAUCN051130000000003,5.1(T),4.6(T),3.7(T),3.2(T),3.7(T),4.2(T),4.5(T),4.4(T),4.2(T),3.9(T),4.1(T),4.5(T)
LAUCN051130000000004,414(T),367(T),294(T),258(T),299(T),342(T),360(T),356(T),345(T),316(T),329(T),359(T)
LAUCN051130000000005,7625(T),7670(T),7723(T),7797(T),7796(T),7812(T),7711(T),7804(T),7794(T),7788(T),7695(T),7668(T)
LAUCN051130000000006,8039(T),8037(T),8017(T),8055(T),8095(T),8154(T),8071(T),8160(T),8139(T),8104(T),8024(T),8027(T)
LAUCN051150000000003,5.4(T),4.7(T),4.0(T),3.4(T),4.3(T),4.9(T),5.4(T),4.6(T),3.7(T),3.2(T),3.5(T),4.1(T)
LAUCN051150000000004,1570(T),1371(T),1164(T),984(T),1262(T),1423(T),1551(T),1308(T),1085(T),957(T),1016(T),1203(T)
LAUCN051150000000005,27485(T),27873(T),27956(T),27986(T),27858(T),27551(T),27119(T),27069(T),28029(T),28499(T),28316(T),28101(T)
LAUCN051150000000006,29055(T),29244(T),29120(T),28970(T),29120(T),28974(T),28670(T),28377(T),29114(T),29456(T),29332(T),29304(T)
LAUCN051170000000003,5.6(T),4.9(T),4.2(T),3.5(T),3.9(T),4.3(T),5.5(T),3.7(T),4.4(T),3.4(T),3.6(T),4.3(T)
LAUCN051170000000004,202(T),173(T),149(T),126(T),142(T),155(T),198(T),135(T),159(T),125(T),132(T),156(T)
LAUCN051170000000005,3378(T),3354(T),3390(T),3461(T),3474(T),3458(T),3399(T),3486(T),3493(T),3518(T),3554(T),3503(T)
LAUCN051170000000006,3580(T),3527(T),3539(T),3587(T),3616(T),3613(T),3597(T),3621(T),3652(T),3643(T),3686(T),3659(T)
LAUCN051190000000003,4.0(T),3.8(T),3.3(T),2.9(T),3.2(T),3.5(T),3.9(T),3.5(T),3.2(T),3.0(T),3.0(T),3.3(T)
LAUCN051190000000004,7524(T),7206(T),6304(T),5431(T),5970(T),6730(T),7504(T),6676(T),6085(T),5725(T),5782(T),6187(T)
LAUCN051190000000005,180065(T),183090(T),184154(T),183664(T),183227(T),184286(T),184978(T),182914(T),182182(T),183497(T),183948(T),182348(T)
LAUCN051190000000006,187589(T),190296(T),190458(T),189095(T),189197(T),191016(T),192482(T),189590(T),188267(T),189222(T),189730(T),188535(T)
LAUCN051210000000003,4.8(T),4.6(T),3.9(T),3.2(T),3.7(T),4.3(T),4.5(T),3.8(T),3.2(T),3.1(T),3.2(T),3.9(T)
LAUCN051210000000004,347(T),334(T),281(T),229(T),270(T),319(T),330(T),274(T),236(T),226(T),237(T),291(T)
LAUCN051210000000005,6811(T),6919(T),6966(T),6994(T),7037(T),7068(T),6971(T),7017(T),7143(T),7168(T),7139(T),7110(T)
LAUCN051210000000006,7158(T),7253(T),7247(T),7223(T),7307(T),7387(T),7301(T),7291(T),7379(T),7394(T),7376(T),7401(T)
LAUCN051230000000003,6.4(T),6.2(T),5.5(T),4.6(T),5.0(T),5.4(T),5.7(T),5.0(T),4.5(T),4.2(T),4.2(T),4.6(T)
LAUCN051230000000004,526(T),508(T),448(T),374(T),407(T),454(T),468(T),410(T),368(T),339(T),342(T),373(T)
LAUCN051230000000005,7648(T),7673(T),7711(T),7800(T),7813(T),7880(T),7745(T),7843(T),7811(T),7808(T),7799(T),7748(T)
LAUCN051230000000006,8174(T),8181(T),8159(T),8174(T),8220(T),8334(T),8213(T),8253(T),8179(T),8147(T),8141(T),8121(T)
LAUCN051250000000003,3.5(T),3.2(T),2.7(T),2.3(T),2.5(T),2.8(T),3.1(T),2.9(T),2.7(T),2.5(T),2.5(T),2.6(T)
LAUCN051250000000004,2090(T),1927(T),1623(T),1338(T),1486(T),1697(T),1899(T),1745(T),1567(T),1507(T),1478(T),1543(T)
LAUCN051250000000005,56868(T),57824(T),58163(T),58007(T),57883(T),58212(T),58442(T),57775(T),57542(T),57947(T),58089(T),57590(T)
LAUCN051250000000006,58958(T),59751(T),59786(T),59345(T),59369(T),59909(T),60341(T),59520(T),59109(T),59454(T),59567(T),59133(T)
LAUCN051270000000003,4.4(T),3.9(T),3.4(T),2.7(T),2.9(T),3.3(T),3.9(T),3.5(T),3.2(T),2.9(T),3.0(T),3.2(T)
LAUCN051270000000004,191(T),167(T),146(T),115(T),124(T),145(T),168(T),147(T),140(T),130(T),132(T),142(T)
LAUCN051270000000005,4126(T),4139(T),4157(T),4198(T),4186(T),4239(T),4097(T),4078(T),4242(T),4282(T),4229(T),4236(T)
LAUCN051270000000006,4317(T),4306(T),4303(T),4313(T),4310(T),4384(T),4265(T),4225(T),4382(T),4412(T),4361(T),4378(T)
LAUCN051290000000003,5.4(T),5.1(T),4.8(T),3.7(T),3.8(T),4.1(T),4.8(T),5.0(T),4.3(T),4.2(T),4.0(T),5.1(T)
LAUCN051290000000004,151(T),143(T),137(T),106(T),116(T),129(T),141(T),150(T),126(T),117(T),116(T),144(T)
LAUCN051290000000005,2637(T),2663(T),2719(T),2770(T),2938(T),3015(T),2790(T),2836(T),2821(T),2695(T),2779(T),2653(T)
LAUCN051290000000006,2788(T),2806(T),2856(T),2876(T),3054(T),3144(T),2931(T),2986(T),2947(T),2812(T),2895(T),2797(T)
LAUCN051310000000003,4.0(T),3.9(T),3.2(T),2.6(T),3.0(T),3.4(T),3.7(T),3.4(T),3.1(T),2.9(T),2.9(T),3.1(T)
LAUCN051310000000004,2232(T),2237(T),1788(T),1493(T),1686(T),1973(T),2111(T),1950(T),1747(T),1651(T),1621(T),1762(T)
LAUCN051310000000005,53660(T),54533(T),54915(T),55066(T),55344(T),55489(T),55437(T),54852(T),55040(T),55282(T),55217(T),54645(T)
LAUCN051310000000006,55892(T),56770(T),56703(T),56559(T),57030(T),57462(T),57548(T),56802(T),56787(T),56933(T),56838(T),56407(T)
LAUCN051330000000003,5.7(T),5.1(T),4.7(T),4.2(T),5.0(T),4.8(T),5.3(T),5.2(T),4.4(T),4.2(T),4.0(T),4.6(T)
LAUCN051330000000004,317(T),283(T),252(T),224(T),272(T),265(T),298(T),289(T),249(T),233(T),223(T),258(T)
LAUCN051330000000005,5215(T),5242(T),5158(T),5145(T),5221(T),5243(T),5290(T),5320(T),5347(T),5276(T),5345(T),5339(T)
LAUCN051330000000006,5532(T),5525(T),5410(T),5369(T),5493(T),5508(T),5588(T),5609(T),5596(T),5509(T),5568(T),5597(T)
LAUCN051350000000003,6.4(T),5.8(T),4.6(T),3.7(T),4.3(T),5.3(T),5.5(T),5.2(T),4.5(T),4.3(T),4.4(T),4.9(T)
LAUCN051350000000004,373(T),339(T),268(T),212(T),253(T),312(T),316(T),286(T),262(T),248(T),254(T),282(T)
LAUCN051350000000005,5411(T),5477(T),5562(T),5527(T),5632(T),5564(T),5378(T),5236(T),5537(T),5485(T),5480(T),5446(T)
LAUCN051350000000006,5784(T),5816(T),5830(T),5739(T),5885(T),5876(T),5694(T),5522(T),5799(T),5733(T),5734(T),5728(T)
LAUCN051370000000003,6.8(T),6.5(T),5.0(T),4.0(T),4.6(T),4.7(T),4.6(T),4.0(T),3.7(T),3.7(T),4.1(T),4.5(T)
LAUCN051370000000004,321(T),304(T),239(T),192(T),219(T),229(T),223(T),192(T),176(T),173(T),191(T),211(T)
LAUCN051370000000005,4405(T),4398(T),4517(T),4570(T),4566(T),4637(T),4595(T),4617(T),4559(T),4461(T),4426(T),4427(T)
LAUCN051370000000006,4726(T),4702(T),4756(T),4762(T),4785(T),4866(T),4818(T),4809(T),4735(T),4634(T),4617(T),4638(T)
LAUCN051390000000003,5.9(T),5.7(T),5.0(T),4.4(T),4.9(T),5.5(T),6.1(T),5.4(T),4.7(T),4.6(T),4.9(T),5.3(T)
LAUCN051390000000004,935(T),899(T),803(T),693(T),779(T),885(T),949(T),844(T),743(T),715(T),763(T),834(T)
LAUCN051390000000005,14944(T),15003(T),15135(T),15187(T),15092(T),15167(T),14653(T),14877(T),15046(T),14912(T),14872(T),14796(T)
LAUCN051390000000006,15879(T),15902(T),15938(T),15880(T),15871(T),16052(T),15602(T),15721(T),15789(T),15627(T),15635(T),15630(T)
LAUCN051410000000003,6.7(T),6.0(T),5.0(T),4.1(T),4.6(T),4.7(T),5.4(T),4.9(T),4.4(T),4.2(T),4.3(T),4.9(T)
LAUCN051410000000004,385(T),345(T),290(T),237(T),269(T),278(T),310(T),284(T),255(T),242(T),249(T),282(T)
LAUCN051410000000005,5358(T),5402(T),5470(T),5508(T),5593(T),5636(T),5465(T),5488(T),5561(T),5522(T),5510(T),5420(T)
LAUCN051410000000006,5743(T),5747(T),5760(T),5745(T),5862(T),5914(T),5775(T),5772(T),5816(T),5764(T),5759(T),5702(T)
LAUCN051430000000003,3.1(T),2.9(T),2.4(T),2.0(T),2.3(T),2.6(T),2.9(T),2.6(T),2.3(T),2.1(T),2.1(T),2.2(T)
LAUCN051430000000004,3721(T),3546(T),2954(T),2484(T),2880(T),3232(T),3664(T),3279(T),2860(T),2719(T),2641(T),2757(T)
LAUCN051430000000005,117049(T),119853(T),120860(T),121583(T),121689(T),121534(T),123046(T),121905(T),123140(T),124332(T),124290(T),123138(T)
LAUCN051430000000006,120770(T),123399(T),123814(T),124067(T),124569(T),124766(T),126710(T),125184(T),126000(T),127051(T),126931(T),125895(T)
LAUCN051450000000003,5.7(T),5.3(T),4.7(T),4.0(T),4.4(T),4.5(T),5.0(T),4.1(T),3.9(T),3.6(T),3.9(T),4.4(T)
LAUCN051450000000004,1922(T),1800(T),1608(T),1360(T),1486(T),1514(T),1660(T),1397(T),1326(T),1230(T),1323(T),1483(T)
LAUCN051450000000005,31798(T),32253(T),32595(T),32635(T),32635(T),32444(T),31698(T),32294(T),32641(T),32673(T),32830(T),32545(T)
LAUCN051450000000006,33720(T),34053(T),34203(T),33995(T),34121(T),33958(T),33358(T),33691(T),33967(T),33903(T),34153(T),34028(T)
LAUCN051470000000003,6.6(T),5.9(T),5.4(T),4.8(T),4.9(T),5.3(T),5.5(T),5.3(T),4.8(T),4.3(T),4.6(T),4.9(T)
LAUCN051470000000004,184(T),161(T),147(T),132(T),135(T),147(T),150(T),148(T),134(T),121(T),128(T),137(T)
LAUCN051470000000005,2607(T),2571(T),2575(T),2616(T),2626(T),2637(T),2581(T),2644(T),2655(T),2705(T),2644(T),2646(T)
LAUCN051470000000006,2791(T),2732(T),2722(T),2748(T),2761(T),2784(T),2731(T),2792(T),2789(T),2826(T),2772(T),2783(T)
LAUCN051490000000003,5.5(T),4.9(T),4.1(T),3.2(T),4.1(T),4.3(T),4.7(T),4.2(T),3.4(T),3.1(T),3.0(T),3.3(T)
LAUCN051490000000004,460(T),415(T),339(T),265(T),342(T),355(T),395(T),346(T),288(T),261(T),254(T),282(T)
LAUCN051490000000005,7967(T),8005(T),8016(T),8092(T),8053(T),7968(T),7932(T),7863(T),8129(T),8282(T),8188(T),8163(T)
LAUCN051490000000006,8427(T),8420(T),8355(T),8357(T),8395(T),8323(T),8327(T),8209(T),8417(T),8543(T),8442(T),8445(T)
LAUCN080010000000003,3.6(T),3.4(T),3.2(T),2.7(T),2.5(T),2.9(T),2.8(T),2.8(T),2.5(T),2.5(T),2.5(T),2.6(T)
LAUCN080010000000004,9600(T),9226(T),8552(T),7380(T),6885(T),8013(T),7669(T),7627(T),6890(T),7018(T),6939(T),7115(T)
LAUCN080010000000005,259860(T),262714(T),261777(T),262034(T),263935(T),266432(T),267262(T),267578(T),268883(T),269166(T),269481(T),268175(T)
LAUCN080010000000006,269460(T),271940(T),270329(T),269414(T),270820(T),274445(T),274931(T),275205(T),275773(T),276184(T),276420(T),275290(T)
LAUCN080030000000003,4.3(T),4.1(T),3.9(T),3.2(T),2.9(T),3.2(T),3.6(T),3.5(T),3.1(T),2.9(T),3.1(T),3.1(T)
LAUCN080030000000004,352(T),338(T),326(T),272(T),247(T),278(T),303(T),287(T),265(T),258(T),265(T),270(T)
LAUCN080030000000005,7819(T),7997(T),8028(T),8169(T),8348(T),8298(T),8177(T),8000(T),8336(T),8561(T),8369(T),8308(T)
LAUCN080030000000006,8171(T),8335(T),8354(T),8441(T),8595(T),8576(T),8480(T),8287(T),8601(T),8819(T),8634(T),8578(T)
LAUCN080050000000003,3.2(T),3.0(T),2.7(T),2.5(T),2.4(T),2.8(T),2.6(T),2.6(T),2.4(T),2.4(T),2.4(T),2.4(T)
LAUCN080050000000004,11595(T),10810(T),9847(T),9063(T),8642(T),10122(T),9548(T),9637(T),8683(T),8931(T),8756(T),8719(T)
LAUCN080050000000005,347930(T),352264(T),351355(T),350712(T),352944(T),356795(T),357376(T),358283(T),359713(T),358871(T),359623(T),357625(T)
LAUCN080050000000006,359525(T),363074(T),361202(T),359775(T),361586(T),366917(T),366924(T),367920(T),368396(T),367802(T),368379(T),366344(T)
LAUCN080070000000003,4.0(T),4.0(T),3.6(T),3.0(T),2.6(T),3.2(T),2.9(T),2.9(T),2.4(T),2.5(T),2.7(T),2.7(T)
LAUCN080070000000004,265(T),262(T),243(T),202(T),179(T),227(T),207(T),205(T),171(T),179(T),186(T),184(T)
LAUCN080070000000005,6373(T),6293(T),6421(T),6451(T),6688(T),6944(T),7023(T),6851(T),6937(T),6930(T),6769(T),6626(T)
LAUCN080070000000006,6638(T),6555(T),6664(T),6653(T),6867(T),7171(T),7230(T),7056(T),7108(T),7109(T),6955(T),6810(T)
LAUCN080090000000003,2.3(T),2.1(T),1.9(T),1.5(T),1.4(T),1.8(T),1.4(T),1.7(T),1.5(T),1.4(T),1.4(T),1.4(T)
LAUCN080090000000004,48(T),41(T),37(T),32(T),31(T),38(T),31(T),36(T),32(T),34(T),31(T),31(T)
LAUCN080090000000005,2025(T),1952(T),1940(T),2102(T),2128(T),2104(T),2250(T),2035(T),2147(T),2315(T),2200(T),2254(T)
LAUCN080090000000006,2073(T),1993(T),1977(T),2134(T),2159(T),2142(T),2281(T),2071(T),2179(T),2349(T),2231(T),2285(T)
LAUCN080110000000003,3.6(T),3.6(T),3.0(T),2.7(T),2.5(T),2.9(T),2.9(T),2.9(T),2.3(T),2.1(T),2.0(T),2.1(T)
LAUCN080110000000004,64(T),62(T),52(T),50(T),47(T),53(T),56(T),52(T),43(T),43(T),39(T),42(T)
LAUCN080110000000005,1707(T),1654(T),1655(T),1791(T),1824(T),1796(T),1884(T),1751(T),1856(T),1998(T),1933(T),1946(T)
LAUCN080110000000006,1771(T),1716(T),1707(T),1841(T),1871(T),1849(T),1940(T),1803(T),1899(T),2041(T),1972(T),1988(T)
LAUCN080130000000003,2.8(T),2.6(T),2.4(T),2.2(T),2.0(T),2.5(T),2.3(T),2.3(T),2.1(T),2.1(T),2.0(T),2.0(T)
LAUCN080130000000004,5315(T),5011(T),4619(T),4225(T),3845(T),4843(T),4378(T),4506(T),4067(T),4138(T),3968(T),3958(T)
LAUCN080130000000005,186063(T),190588(T),190900(T),189524(T),191812(T),188590(T),189946(T),192109(T),193980(T),193282(T),193910(T),192072(T)
LAUCN080130000000006,191378(T),195599(T),195519(T),193749(T),195657(T),193433(T),194324(T),196615(T),198047(T),197420(T),197878(T),196030(T)
LAUCN080140000000003,2.9(T),2.6(T),2.5(T),2.3(T),2.2(T),2.6(T),2.3(T),2.4(T),2.2(T),2.2(T),2.2(T),2.1(T)
LAUCN080140000000004,1167(T),1066(T),984(T),913(T),869(T),1041(T),941(T),968(T),881(T),908(T),891(T),870(T)
LAUCN080140000000005,38711(T),39176(T),39020(T),38983(T),39275(T),39646(T),39685(T),39828(T),39960(T),39982(T),40072(T),39862(T)
LAUCN080140000000006,39878(T),40242(T),40004(T),39896(T),40144(T),40687(T),40626(T),40796(T),40841(T),40890(T),40963(T),40732(T)
LAUCN080150000000003,3.0(T),2.9(T),2.5(T),2.3(T),2.0(T),2.3(T),2.0(T),2.1(T),1.9(T),2.3(T),2.2(T),2.2(T)
LAUCN080150000000004,283(T),276(T),240(T),215(T),193(T),241(T),210(T),220(T),187(T),214(T),209(T),208(T)
LAUCN080150000000005,9079(T),9173(T),9341(T),9250(T),9458(T),10303(T),10425(T),10113(T),9563(T),9286(T),9318(T),9289(T)
LAUCN080150000000006,9362(T),9449(T),9581(T),9465(T),9651(T),10544(T),10635(T),10333(T),9750(T),9500(T),9527(T),9497(T)
LAUCN080170000000003,1.9(T),1.8(T),1.7(T),1.6(T),1.3(T),1.8(T),1.4(T),1.6(T),1.4(T),1.4(T),1.3(T),1.5(T)
LAUCN080170000000004,21(T),19(T),17(T),18(T),15(T),20(T),17(T),17(T),16(T),17(T),16(T),18(T)
LAUCN080170000000005,1067(T),1022(T),1004(T),1102(T),1122(T),1119(T),1186(T),1070(T),1152(T),1225(T),1179(T),1192(T)
LAUCN080170000000006,1088(T),1041(T),1021(T),1120(T),1137(T),1139(T),1203(T),1087(T),1168(T),1242(T),1195(T),1210(T)
LAUCN080190000000003,3.0(T),2.6(T),2.5(T),2.0(T),2.2(T),2.7(T),2.6(T),2.5(T),2.2(T),2.2(T),2.1(T),2.0(T)
LAUCN080190000000004,179(T),156(T),147(T),121(T),131(T),166(T),162(T),150(T),137(T),132(T),126(T),123(T)
LAUCN080190000000005,5786(T),5855(T),5846(T),5840(T),5874(T),5941(T),5961(T),5964(T),5995(T),5978(T),5985(T),5952(T)
LAUCN080190000000006,5965(T),6011(T),5993(T),5961(T),6005(T),6107(T),6123(T),6114(T),6132(T),6110(T),6111(T),6075(T)
LAUCN080210000000003,4.9(T),4.8(T),4.3(T),3.4(T),3.0(T),3.4(T),3.4(T),3.5(T),2.8(T),2.6(T),2.7(T),3.1(T)
LAUCN080210000000004,194(T),192(T),174(T),140(T),125(T),144(T),144(T),143(T),120(T),113(T),114(T),133(T)
LAUCN080210000000005,3789(T),3823(T),3835(T),3989(T),4077(T),4039(T),4068(T),3904(T),4109(T),4274(T),4146(T),4138(T)
LAUCN080210000000006,3983(T),4015(T),4009(T),4129(T),4202(T),4183(T),4212(T),4047(T),4229(T),4387(T),4260(T),4271(T)
LAUCN080230000000003,5.1(T),5.4(T),4.6(T),4.2(T),3.7(T),3.7(T),3.5(T),3.3(T),2.8(T),2.8(T),3.1(T),3.5(T)
LAUCN080230000000004,92(T),98(T),83(T),76(T),68(T),70(T),68(T),63(T),55(T),54(T),59(T),66(T)
LAUCN080230000000005,1697(T),1704(T),1710(T),1738(T),1773(T),1824(T),1874(T),1818(T),1876(T),1885(T),1840(T),1827(T)
LAUCN080230000000006,1789(T),1802(T),1793(T),1814(T),1841(T),1894(T),1942(T),1881(T),1931(T),1939(T),1899(T),1893(T)
LAUCN080250000000003,4.9(T),4.9(T),4.3(T),3.8(T),4.1(T),4.2(T),4.2(T),4.1(T),3.9(T),3.3(T),3.5(T),3.7(T)
LAUCN080250000000004,76(T),75(T),66(T),59(T),64(T),66(T),66(T),63(T),61(T),53(T),55(T),57(T)
LAUCN080250000000005,1463(T),1466(T),1467(T),1477(T),1484(T),1492(T),1489(T),1484(T),1513(T),1540(T),1524(T),1490(T)
LAUCN080250000000006,1539(T),1541(T),1533(T),1536(T),1548(T),1558(T),1555(T),1547(T),1574(T),1593(T),1579(T),1547(T)
LAUCN080270000000003,3.5(T),3.2(T),3.1(T),2.6(T),2.8(T),3.3(T),2.9(T),2.9(T),2.6(T),2.7(T),2.7(T),2.8(T)
LAUCN080270000000004,69(T),62(T),61(T),53(T),58(T),70(T),64(T),62(T),55(T),56(T),56(T),57(T)
LAUCN080270000000005,1913(T),1900(T),1931(T),1973(T),2007(T),2052(T),2107(T),2044(T),2097(T),2011(T),2016(T),1973(T)
LAUCN080270000000006,1982(T),1962(T),1992(T),2026(T),2065(T),2122(T),2171(T),2106(T),2152(T),2067(T),2072(T),2030(T)
LAUCN080290000000003,4.4(T),4.3(T),4.1(T),3.3(T),2.9(T),3.3(T),2.9(T),2.9(T),2.5(T),2.6(T),2.7(T),3.1(T)
LAUCN080290000000004,614(T),588(T),568(T),459(T),418(T),471(T),427(T),421(T),368(T),381(T),396(T),442(T)
LAUCN080290000000005,13369(T),13234(T),13237(T),13585(T),13796(T),14002(T),14397(T),13916(T),14369(T),14503(T),14063(T),13976(T)
LAUCN080290000000006,13983(T),13822(T),13805(T),14044(T),14214(T),14473(T),14824(T),14337(T),14737(T),14884(T),14459(T),14418(T)
LAUCN080310000000003,3.3(T),3.0(T),2.8(T),2.5(T),2.3(T),2.7(T),2.5(T),2.6(T),2.3(T),2.4(T),2.3(T),2.4(T)
LAUCN080310000000004,13642(T),12638(T),11646(T),10334(T),9757(T),11252(T),10648(T),10878(T),9738(T),10065(T),9861(T),10017(T)
LAUCN080310000000005,400440(T),405391(T),404290(T),403626(T),406239(T),410607(T),411289(T),412334(T),413978(T),413146(T),413998(T),411719(T)
LAUCN080310000000006,414082(T),418029(T),415936(T),413960(T),415996(T),421859(T),421937(T),423212(T),423716(T),423211(T),423859(T),421736(T)
LAUCN080330000000003,3.4(T),3.6(T),3.9(T),2.9(T),2.7(T),2.8(T),2.5(T),2.6(T),2.2(T),2.4(T),3.2(T),2.4(T)
LAUCN080330000000004,36(T),39(T),41(T),32(T),31(T),32(T),30(T),30(T),26(T),29(T),39(T),29(T)
LAUCN080330000000005,1032(T),1032(T),1021(T),1066(T),1100(T),1120(T),1174(T),1105(T),1176(T),1193(T),1164(T),1168(T)
LAUCN080330000000006,1068(T),1071(T),1062(T),1098(T),1131(T),1152(T),1204(T),1135(T),1202(T),1222(T),1203(T),1197(T)
LAUCN080350000000003,2.8(T),2.6(T),2.4(T),2.2(T),2.1(T),2.5(T),2.3(T),2.3(T),2.1(T),2.2(T),2.1(T),2.0(T)
LAUCN080350000000004,5426(T),5060(T),4692(T),4360(T),4014(T),4896(T),4492(T),4620(T),4188(T),4311(T),4153(T),4019(T)
LAUCN080350000000005,188874(T),191171(T),190590(T),190353(T),191636(T),193624(T),193951(T),194454(T),195224(T),194982(T),195373(T),194322(T)
LAUCN080350000000006,194300(T),196231(T),195282(T),194713(T),195650(T),198520(T),198443(T),199074(T),199412(T),199293(T),199526(T),198341(T)
LAUCN080370000000003,2.5(T),2.3(T),2.0(T),2.0(T),3.1(T),2.3(T),1.9(T),1.9(T),1.7(T),2.1(T),2.6(T),1.9(T)
LAUCN080370000000004,955(T),873(T),782(T),724(T),1019(T),837(T),691(T),710(T),628(T),717(T),901(T),718(T)
LAUCN080370000000005,37733(T),37889(T),37836(T),35742(T),32229(T),35216(T),36581(T),36101(T),35303(T),34078(T),33825(T),37375(T)
LAUCN080370000000006,38688(T),38762(T),38618(T),36466(T),33248(T),36053(T),37272(T),36811(T),35931(T),34795(T),34726(T),38093(T)
LAUCN080390000000003,2.8(T),2.6(T),2.2(T),2.0(T),1.9(T),2.3(T),1.9(T),2.1(T),1.8(T),1.8(T),1.9(T),1.9(T)
